Date/time,Pressure[cm],Temperature[°C],2:Spec.cond.[mS/cm]
42917.42,1083.667,28.267,36.564
42917.46,1080.808,28.26,36.564
42917.50,1080.342,28.237,36.536
42917.54,1079.233,28.217,36.46
42917.58,1078.3,28.213,36.428
42917.63,1076.55,28.253,36.412
42917.67,1074.333,28.33,36.424
42917.71,1072.583,28.427,36.416
42917.75,1070.717,28.53,36.424
42917.79,1069.608,28.623,36.416
42917.83,1069.9,28.71,36.456
42917.88,1070.892,28.783,36.456
42917.92,1071.475,28.85,36.504
42917.96,1071.65,28.907,36.524
42918.00,1071.942,28.94,36.524
42918.04,1071.183,28.953,36.548
42918.08,1070.892,28.957,36.56
42918.13,1070.075,28.937,36.548
42918.17,1069.433,28.907,36.568
42918.21,1068.792,28.873,36.584
42918.25,1068.792,28.823,36.568
42918.29,1069.433,28.773,36.596
42918.33,1071.183,28.71,36.672
42918.38,1086.233,28.623,36.88
42918.42,1085.592,28.6,36.892
42918.46,1081.625,28.547,36.892
42918.50,1081.158,28.503,36.892
42918.54,1080.05,28.467,36.872
42918.58,1078.475,28.453,36.88
42918.63,1076.083,28.48,36.844
42918.67,1073.108,28.55,36.848
42918.71,1070.833,28.653,36.832
42918.75,1068.5,28.777,36.804
42918.79,1067.217,28.903,36.808
42918.83,1066.925,29.01,36.816
42918.88,1066.75,29.1,36.812
42918.92,1066.75,29.163,36.84
42918.96,1067.392,29.21,36.86
42919.00,1067.217,29.243,36.86
42919.04,1066.108,29.26,36.88
42919.08,1064.825,29.253,36.884
42919.13,1063.775,29.237,36.908
42919.17,1063.425,29.213,36.892
42919.21,1062.492,29.17,36.904
42919.25,1062.492,29.127,36.908
42919.29,1063.133,29.077,36.908
42919.33,1064.067,29.02,36.928
42919.38,1070.833,28.943,37.052
42919.42,1083.842,28.937,37.328
42919.46,1086.7,28.88,37.412
42919.50,1081.45,28.82,37.428
42919.54,1079.408,28.787,37.396
42919.58,1078.475,28.773,37.372
42919.63,1076.9,28.79,37.372
42919.67,1075.442,28.857,37.38
42919.71,1073.692,28.947,37.352
42919.75,1072,29.027,37.372
42919.79,1071.008,29.103,37.36
42919.83,1070.25,29.177,37.368
42919.88,1069.725,29.233,37.38
42919.92,1069.9,29.28,37.376
42919.96,1070.542,29.303,37.364
42920.00,1071.008,29.317,37.376
42920.04,1070.542,29.317,37.388
42920.08,1069.9,29.31,37.384
42920.13,1068.617,29.283,37.404
42920.17,1068.15,29.253,37.38
42920.21,1068.033,29.22,37.392
42920.25,1067.567,29.17,37.4
42920.29,1067.858,29.12,37.4
42920.33,1068.5,29.067,37.404
42920.38,1069.433,29.013,37.416
42920.42,1086.817,28.89,37.84
42920.46,1096.15,28.877,38.068
42920.50,1090.025,28.837,38.052
42920.54,1080.983,28.803,38.06
42920.58,1079.117,28.773,38.032
42920.63,1077.658,28.783,38.024
42920.67,1076.258,28.82,38.04
42920.71,1075.325,28.893,38.012
42920.75,1073.575,28.993,38
42920.79,1073.225,29.1,38.004
42920.83,1071.65,29.2,38
42920.88,1071.475,29.29,38.024
42920.92,1071.358,29.353,37.996
42920.96,1071.475,29.39,38.024
42921.00,1072.583,29.403,37.996
42921.04,1073.05,29.4,38.004
42921.08,1072.933,29.397,38.044
42921.13,1072.467,29.38,38.028
42921.17,1072.117,29.347,38.004
42921.21,1071.825,29.307,38.016
42921.25,1071.65,29.25,38.012
42921.29,1071.65,29.19,38.008
42921.33,1071.475,29.123,38.04
42921.38,1071.358,29.053,38.036
42921.42,1072.467,28.98,38.02
42921.46,1093.175,28.84,38.288
42921.50,1101.75,28.827,38.352
42921.54,1095.392,28.803,38.36
42921.58,1084.133,28.78,38.336
42921.63,1080.05,28.77,38.328
42921.67,1080.225,28.787,38.336
42921.71,1078.592,28.823,38.32
